0.21707088	-0.06563419	0.055055562	0.27309045	0.129452	-0.12247814	-0.024110986	-0.1311529	-0.141946	-0.07796009	-0.09216999	0.51593864	-0.12934168	0.046718266	0.046104863	0.1755922	-0.2778076	-0.06929912	-0.08510679	-0.34113201	0.08806132	0.19667034	0.013321609	0.009741454	-0.12743029	0.09188835	-0.04669852	-0.07684469	0.012123818	-0.15897024	0.22127146	-0.0043292297
0.4699282	0.025586104	0.08146433	0.17338425	-0.11930025	-0.2695718	0.050856385	-0.3356538	-0.40949824	-0.0089380285	-0.30318102	0.41492903	-0.15394472	-0.09222387	0.26771992	0.388399	0.023775132	-0.29772413	0.34804899	-0.073969126	0.06278956	0.41154766	0.17653656	-0.18105489	-0.17613328	-0.20948817	0.24775119	-0.1245936	0.046875335	-0.21179222	0.48190188	0.3531535
0.25704947	-0.13674773	-0.00028705868	0.29251197	0.20889997	-0.1669899	0.03621783	-0.1442789	-0.1953582	0.015807332	-0.18549816	0.46361893	0.117120594	0.020994106	-0.1796014	0.04823437	-0.2616691	0.21018623	-0.1546394	-0.11926661	-0.057477143	-0.09755628	0.065541305	0.22219022	0.11689327	0.09530419	0.06576355	-0.07246334	-0.005897026	-0.050557233	0.10623434	-0.123664714
0.062820025	-0.011680521	0.050537296	0.119762704	0.21689111	-0.05730833	-0.05313586	-0.0901954	-0.044726502	-0.15377705	-0.031774137	0.42163888	-0.050397802	0.09251698	-0.15166526	0.09537377	-0.3107205	0.17030297	-0.24049765	-0.23737083	0.04037142	0.027686553	0.009405977	0.20208788	0.012327256	0.23314454	-0.12666595	0.055438124	-0.1449446	0.039400563	0.051152065	-0.1820864
-0.062350623	-0.07645254	-0.0015529343	0.27605262	0.038172428	0.020324944	0.012883196	0.07688585	0.04680804	-0.082635954	0.005645116	0.25755227	-0.13804665	0.26859167	0.0415546	-0.14749537	-0.09479219	0.038217247	-0.12657778	-0.31954756	0.046635825	0.13764818	-0.060542412	-0.123206064	-0.22319694	0.084846295	-0.14386126	0.005765219	0.029723672	-0.13450706	-0.06979442	-0.15921621
0.07839657	-0.16746548	-0.11508062	0.18556727	0.5264106	-0.07814521	-0.09738233	-0.115946	-0.29374528	0.16459404	-0.13945904	0.6408226	0.39115596	-0.18013094	-0.52227455	-0.055761624	-0.4225041	0.5423075	-0.54203707	0.3377411	-0.38743764	-0.45192295	0.12900415	0.4926659	0.53475666	0.36331266	0.16169515	-0.074316025	-0.107588805	0.27684683	-0.114980735	-0.2533108
0.22994226	0.028107652	0.13711701	0.12405144	0.10283135	-0.09792332	-0.09047342	-0.20832402	-0.07952113	-0.023828527	-0.05711962	0.34369558	-0.20986189	-0.006862652	0.025731439	0.21687713	-0.22146444	-0.19644833	0.07712956	-0.20494907	0.089646555	0.23617646	0.0867949	0.04827199	-0.057552923	0.060307227	0.037892353	-0.06671145	0.026352653	-0.0067902664	0.18306488	0.08541527
0.13789181	-0.15316385	-0.06255787	0.34877852	0.029933706	-0.13546956	-0.065744996	0.035678588	-0.07564076	0.020908004	0.022953462	0.33968228	-0.15564457	0.0469603	0.09287517	-0.011420834	-0.009533451	-0.14431706	-0.067285135	-0.15590368	-0.03505032	0.23481892	0.020626977	-0.07819381	-0.11050178	-0.04484008	0.07220865	-0.11602991	0.12915595	-0.099882536	0.15944102	0.065608814
-0.3432532	-0.2670492	-0.21871164	0.50689846	0.50412023	0.20198576	-0.15762545	0.2657817	0.2339955	-0.027933098	0.1691938	0.61094403	0.029513719	0.35685417	-0.4346648	-0.47530514	-0.21594878	0.415247	-0.59922945	-0.29452083	-0.2692345	-0.19185193	-0.19781823	0.3568695	0.0478999	0.20116869	-0.32984212	-0.12509103	-0.003930557	0.21458364	-0.32464892	-0.5417669
0.26507184	-0.024121804	-0.058863714	0.14595129	0.20780031	-0.10851576	-0.040893104	-0.1942355	-0.28455374	0.04948033	-0.16872148	0.5185678	-0.030438522	-0.15823144	-0.22656575	0.19283515	-0.19628619	0.21694331	-0.0722554	0.07228008	-0.12959105	-0.00040579235	0.032755505	0.19396213	0.18294299	0.09602448	0.16553304	-0.07672254	0.028143957	0.056001157	0.26771858	0.08750507
