-0.0017923851	-0.030943476	-0.033361062	0.021086244	0.02518709	-0.03267971	-0.037358057	-0.011389663	0.022179281	-0.033013627	-0.06628788	0.006415622	-0.05611737	0.03550635	-0.111181244	-0.009027041
0.023788273	-0.020865249	0.00032417494	0.091880195	0.020323161	-0.071688615	0.037695657	-0.019375598	0.10892505	-0.046185687	-0.049644247	0.0058990205	-0.057936832	0.029593574	-0.11401498	0.00854007
0.06312456	-0.018024022	0.027054338	0.0066490173	0.06968499	-0.10721145	0.009988124	-0.073855974	0.113864996	-0.06835768	-0.11677349	-0.023284348	-0.058870804	-0.025721775	-0.06407414	-0.07376334
-0.058808394	-0.03551837	-0.038035013	0.03521809	-0.0043481756	-0.056219317	0.024030052	-0.0260345	0.049195796	-0.11202608	-0.0789012	-0.06322656	0.0343209	0.015331388	-0.08053011	-0.05868784
0.054004032	-0.005154394	-0.003045139	0.0056696897	0.0107617425	-0.014436878	-0.0015292653	0.06301283	0.07909938	-0.1515098	-0.03821535	-0.09743019	0.0010282935	0.0006818581	-0.08387893	0.017972354
-0.02216841	-0.06584057	0.0044330056	0.061153784	0.0033885334	-0.12624045	0.06820356	0.040342808	0.007058716	-0.016623583	-0.073921725	-0.071232274	-0.062889405	-0.0019596203	0.02044049	0.013805318
0.013297095	0.012289495	0.026660254	0.046808347	-0.016538106	-0.076516755	0.044824783	0.0056429524	0.09903246	-0.054553725	-0.02353202	-0.032460243	-0.0031210757	-0.06465288	-0.15439577	-0.026825303
-0.06750042	-0.030102603	-0.033422027	0.1293892	0.022960637	-0.11411646	0.047836117	-0.049958657	0.052683994	-0.07352963	-0.027547318	-0.014134885	-0.024304798	-0.015733132	-0.025617177	0.04101101
0.0068731257	-0.00766565	-0.037183832	-0.0058847405	0.0030696415	-0.1108387	-0.034191117	-0.033656333	0.03153092	-0.051069573	-0.05107574	-0.049535476	0.03666848	0.03348107	-0.06251185	-0.030103315
0.06591045	-0.12829551	0.019679178	0.024738193	-0.039742224	-0.013226918	0.028159045	-0.04338024	0.080458395	-0.087690435	-0.04377893	-0.01362622	-0.006389132	-0.0017697598	-0.065878175	0.017426347
-0.041223932	-0.009062107	-0.033896465	0.07119737	0.027964504	0.041845858	0.05131648	-0.01648319	0.062291164	-0.018021692	-0.02638604	0.0048159044	0.028345533	0.04818616	-0.0700347	-0.034028266
-0.035998266	0.013724683	-0.032787014	0.07022813	-0.011798258	-0.0039340034	0.05962064	0.023828007	-0.013976724	-0.054883342	-0.0995937	-0.05556907	0.041608725	0.0687284	-0.073063046	0.02818382
